UID,StudentName,Admission,Current Status,Score,Graduation,Department,is_budget,notes
,Соколов Виктория Сергеевна,2028-12-23,академ,3.52,2034,Физика,yes,manual_fix
STU001060,Кузнецов Дмитрий Дмитриевич,23.04.2028,ACTIVE,"4,15",2034,История,no,reimport
,Соколов Никита Павлович,2026-04-08,graduated,3.47,2032,История,no,
STU000396,Козлов Павел Ивановна,2027-07-08,обучается,"3,74",2033,История,yes,
,Соколов Егор Дмитриевна,2029-06-27,Учится,4.12,2033,Информатика,no,reimport
STU001361,Иванов Сергей Алексеевич,09/18/2027,обучается,2.94,2032,Экономика,no,manual_fix
STU000114,Козлов Елена Алексеевич,2025,отчислен,3.74,2031,Информатика,yes,reimport
STU000811,Лебедев Дмитрий Алексеевна,2030,enrolled,4.43,2034,Лингвистика,yes,reimport
STU002173,Попов Иван Сергеевич,2027,выпущен,3.64,2032,Физика,yes,
STU000556,Петров Татьяна Алексеевна,03/11/2025,обучается,"3,90",2029,Информатика,yes,
STU001941,Козлов Егор Дмитриевна,2028-09-04,академ,3.60,2034,Математика,yes,
STU000791,Кузнецов Павел Дмитриевич,09/14/2027,graduated,3.56,2033,Лингвистика,yes,
STU000785,Кузнецов Алексей Дмитриевна,07.08.2030,академ,"4,50",2034,История,no,
 STU000464 ,Кузнецов Дарья Дмитриевна,2028,отчислен,4.56,2033,Математика,yes,reimport
STU001848,Попов Дарья Алексеевна,08.04.2030,обучается,"4,11",2034,Экономика,no,manual_fix
STU001386,Иванов Дарья Сергеевич,03/16/2027,обучается,"3,85",2031,Информатика,yes,reimport
STU001210,Петров Михаил Дмитриевич,2027-12-04,enrolled,4.41,2033,Физика,yes,manual_fix
STU000858,Смирнов Анна Алексеевна,2030,обучается,3.34,2034,История,yes,
STU000083,Соколов Алексей Павлович,14.05.2030,обучается,3.93,2034,Информатика,yes,reimport
,Смирнов Мария Алексеевич,05.02.2030,Учится,3.51,2034,Лингвистика,yes,
STU001853,Иванов Дмитрий Павловна,05/01/2030,в академе,"4,12",2034,Юриспруденция,no,
STU000270,Попов Дарья Дмитриевич,2026-01-05,Учится,"4,95",2030,Лингвистика,no,
STU000543,Козлов Алексей Иванович,12/12/2030,обучается,3.04,2034,Экономика,yes,
STU000706,Лебедев Иван Алексеевна,26.04.2028,обучается,4.23,2033,Менеджмент,yes,manual_fix
STU001261,Смирнов Мария Михайлович,20.06.2030,обучается,5.00,2034,Лингвистика,yes,
STU000463,Попов Павел Иванович,2028-04-15,обучается,4.74,2034,Менеджмент,no,
STU000349,Соколов Никита Алексеевич,10/04/2027,Учится,4.98,2031,Юриспруденция,yes,
 STU001020 ,Кузнецов Анна Павловна,27.12.2027,отчислен,3.30,2032,Физика,no,
STU000802,Соколов Дмитрий Дмитриевна,24.03.2026,отчислен,"4,49",2032,Физика,yes,manual_fix
STU000297,Петров Мария Михайловна,08/27/2026,выпущен,3.53,2030,Юриспруденция,yes,reimport
STU001706,Попов Михаил Ивановна,01.09.2029,обучается,3.12,2033,Юриспруденция,yes,
STU001661,Лебедев Михаил Павлович,05.08.2029,обучается,,2034,Экономика,yes,manual_fix
,Петров Виктория Михайловна,2030,выпущен,3.97,2034,Математика,yes,manual_fix
STU000411,Петров Дмитрий Дмитриевна,11/08/2025,обучается,,2030,Экономика,yes,reimport
STU000721,Лебедев Сергей Михайловна,17.11.2026,graduated,4.59,2030,Лингвистика,no,
STU002194,Козлов Мария Иванович,2030-02-15,ACTIVE,"3,92",2034,Математика,yes,
STU001984,Лебедев Дмитрий Дмитриевич,2029,обучается,4.01,2033,Физика,no,manual_fix
STU000640,Попов Татьяна Дмитриевна,2026-12-05,обучается,3.48,2031,Экономика,yes,
STU000721,Лебедев Сергей Михайловна,2026-05-26,выпущен,4.76,2030,Математика,yes,reimport
STU002123,Козлов Татьяна Павлович,07/11/2030,обучается,,2034,Математика,no,
STU001639,Иванов Иван Павловна,2029,выпущен,4.68,2033,Лингвистика,yes,
STU001890,Смирнов Ольга Сергеевич,2028-07-28,в академе,"3,40",2033,Юриспруденция,no,
STU001028,Кузнецов Михаил Ивановна,2027,выпущен,3.31,2031,Физика,no,
STU000431,Кузнецов Виктория Павловна,2025-09-12,graduated,3.55,2029,Информатика,no,
STU000242,Петров Сергей Ивановна,2026,выпущен,"3,00",2032,Физика,no,manual_fix
STU001596,Смирнов Татьяна Павлович,2029-07-24,академ,"4,89",2033,Экономика,no,
STU001229,Кузнецов Никита Ивановна,2028,обучается,"3,47",2033,Лингвистика,no,
STU001276,Попов Мария Дмитриевна,11/03/2027,отчислен,4.42,2032,Менеджмент,no,
STU000344,Иванов Татьяна Павловна,2026,выпущен,3.70,2032,Информатика,yes,
STU001057,Соколов Татьяна Алексеевна,16.12.2025,обучается,3.72,2030,Экономика,no,
STU001742,Кузнецов Павел Михайловна,2027-03-04,в академе,"3,61",2033,Физика,no,
STU001639,Иванов Иван Павловна,05.02.2029,выпущен,4.31,2033,Физика,no,manual_fix
STU001728,Иванов Егор Павлович,2029-03-12,отчислен,"4,37",2034,Информатика,no,
STU000667,Кузнецов Егор Алексеевич,2026,отчислен,4.11,2032,Лингвистика,yes,reimport
,Иванов Татьяна Иванович,12/18/2030,обучается,3.60,2034,История,yes,manual_fix
STU000216,Кузнецов Никита Алексеевна,02/18/2027,обучается,3.99,2031,Физика,yes,reimport
STU001076,Попов Мария Дмитриевна,2026,обучается,4.40,2030,Экономика,yes,manual_fix
STU001796,Иванов Ольга Иванович,2025,Учится,4.30,2031,Экономика,no,manual_fix
STU002274,Петров Дарья Алексеевич,12/25/2025,обучается,"4,62",2029,Информатика,no,
STU000114,Козлов Елена Алексеевич,08/05/2025,обучается,3.78,2031,Лингвистика,yes,
STU000305,Козлов Анна Сергеевна,2029-03-08,обучается,"4,39",2034,Математика,no,reimport
STU000632,Попов Егор Сергеевна,10/03/2029,обучается,3.30,2033,Математика,yes,
STU000192,Соколов Анна Алексеевич,08/06/2028,выпущен,"4,29",2034,Информатика,yes,reimport
STU001189,Петров Дмитрий Ивановна,2028,обучается,3.69,2032,Информатика,yes,
STU001742,Кузнецов Павел Михайловна,23.09.2027,graduated,3.67,2033,Экономика,no,reimport
STU001262,Кузнецов Анна Дмитриевич,07/21/2029,обучается,"5,00",2034,Математика,no,
STU001189,Петров Дмитрий Ивановна,03/24/2028,обучается,3.56,2032,Менеджмент,yes,
STU000625,Смирнов Михаил Дмитриевич,09/18/2025,отчислен,3.10,2031,Юриспруденция,yes,
STU002282,Петров Алексей Михайловна,12/18/2030,обучается,3.31,2034,Математика,yes,manual_fix
STU000029,Попов Сергей Сергеевна,09.01.2030,обучается,4.38,2034,Математика,yes,
STU001506,Иванов Мария Иванович,2029-10-25,обучается,3.72,2034,Лингвистика,yes,
STU001687,Петров Иван Павловна,2030-05-05,обучается,3.59,2034,Математика,yes,
STU000130,Попов Дмитрий Дмитриевна,2025,обучается,3.81,2031,Юриспруденция,no,
STU000744,Лебедев Ольга Михайлович,10/19/2030,ACTIVE,3.99,2034,Физика,no,
 STU001515 ,Соколов Павел Алексеевна,2029-04-27,обучается,"4,47",2034,Информатика,no,
STU000208,Иванов Дарья Иванович,2026-02-10,ACTIVE,3.55,2032,Математика,yes,
 STU002359 ,Иванов Татьяна Алексеевна,2028,ACTIVE,3.38,2034,Менеджмент,no,
STU001655,Смирнов Татьяна Сергеевна,2029,в академе,"4,65",2033,Экономика,no,
,Соколов Павел Дмитриевна,09/18/2028,выпущен,"4,72",2033,Информатика,no,
,Кузнецов Павел Михайловна,2027,обучается,"4,11",2033,История,yes,manual_fix
STU000007,Попов Ольга Алексеевна,08/07/2025,академ,3.85,2031,Юриспруденция,yes,manual_fix
STU000719,Лебедев Анна Алексеевна,2030-06-06,обучается,3.84,2034,Юриспруденция,no,
