ID студента,ФИО,Год поступления,Статус,Средний балл,Год выпуска,Город,Комментарий
STU001827,Соколов Дмитрий Павлович,2019,graduated,"4,59",2024,Томск,
STU001056,Кузнецов Виктория Алексеевич,08.01.2017,выпущен,"4,39",2023,Москва,академ отпуск
STU000873,Иванов Елена Ивановна,2020,в академе,3.52,2024,Казань,перевод
STU002319,Соколов Никита Михайловна,11/11/2019,выпущен,3.87,2025,Казань,академ отпуск
,Иванов Елена Алексеевич,2018,выпущен,"2,88",2024,Томск,
STU000051,Попов Татьяна Дмитриевич,2017-05-06,выпущен,"4,37",2023,Екатеринбург,повтор
STU001998,Козлов Мария Сергеевич,2017,в академе,3.76,2023,Казань,академ отпуск
,Попов Михаил Иванович,2020,обучается,"3,05",2025,Казань,академ отпуск
STU002137,Петров Алина Иванович,2016,выпущен,4.09,2020,Новосибирск,
STU000763,Смирнов Ольга Михайлович,01/02/2018,отчислен,"4,51",2022,Казань,
,Кузнецов Михаил Ивановна,2019,выпущен,3.82,2023,Москва,
STU000644,Смирнов Анна Иванович,2017,отчислен,4.55,2021,СПб,
STU000734,Кузнецов Сергей Сергеевич,27.07.2017,Учится,"4,66",2021,Казань,академ отпуск
STU001196,Кузнецов Михаил Сергеевич,2020,отчислен,4.52,2025,Новосибирск,
STU001781,Петров Анна Михайловна,2017,отчислен,"3,61",2023,Казань,академ отпуск
STU000013,Лебедев Дарья Алексеевич,08/20/2017,выпущен,"3,38",2021,Новосибирск,академ отпуск
,Иванов Алексей Сергеевич,2020,отчислен,"3,65",2026,Новосибирск,
STU000524,Иванов Елена Алексеевич,07/23/2018,отчислен,3.52,2024,Москва,
STU001933,Смирнов Виктория Михайловна,06/09/2017,выпущен,3.46,2023,Екатеринбург,
STU002107,Смирнов Иван Дмитриевич,04/13/2016,отчислен,3.99,2022,Томск,повтор
STU001738,Соколов Алексей Алексеевна,2018-02-23,отчислен,4.33,2024,Новосибирск,
STU000495,Кузнецов Никита Павлович,2016-01-26,graduated,"4,41",2021,Казань,повтор
STU000176,Козлов Никита Павлович,16.07.2017,отчислен,3.97,2021,Казань,
STU001387,Попов Ольга Дмитриевна,04/28/2020,выпущен,3.25,2026,Новосибирск,
STU002137,Петров Алина Иванович,2016,обучается,3.72,2020,СПб,академ отпуск
STU002212,Попов Иван Иванович,11/24/2017,выпущен,"4,12",2022,Москва,
STU002363,Соколов Дарья Иванович,2018,академ,4.62,2024,СПб,
STU002240,Иванов Павел Дмитриевич,2019-05-05,отчислен,3.46,2025,СПб,академ отпуск
STU000705,Иванов Павел Сергеевна,04/13/2020,выпущен,4.15,2025,Екатеринбург,повтор
STU001403,Попов Михаил Алексеевич,07/07/2020,отчислен,4.61,2026,Новосибирск,повтор
STU000712,Козлов Никита Сергеевна,2019,выпущен,3.73,2025,Новосибирск,перевод
STU001767,Лебедев Иван Павлович,2019,отчислен,4.50,2025,Екатеринбург,повтор
STU002265,Смирнов Егор Сергеевна,03/14/2017,выпущен,3.92,2023,СПб,перевод
,Кузнецов Ольга Алексеевич,2020,отчислен,3.58,2024,Екатеринбург,
STU001030,Кузнецов Никита Дмитриевич,2018,академ,3.31,2024,Москва,
STU002394,Лебедев Анна Сергеевич,2019,отчислен,3.68,2023,Новосибирск,
STU000606,Иванов Михаил Иванович,08/15/2018,выпущен,3.90,2022,Новосибирск,академ отпуск
STU000672,Лебедев Ольга Дмитриевна,10/23/2020,graduated,3.33,2024,СПб,академ отпуск
STU001679,Соколов Дарья Сергеевна,01/19/2016,graduated,3.86,2022,Казань,перевод
STU000975,Попов Дарья Ивановна,2016-12-02,выпущен,4.90,2021,Казань,повтор
STU001578,Иванов Алексей Павловна,2016,обучается,3.70,2022,СПб,перевод
STU000447,Попов Мария Павловна,2020-03-25,выпущен,3.40,2026,Новосибирск,повтор
STU001134,Иванов Виктория Иванович,05/20/2017,выпущен,3.79,2022,Москва,
STU000119,Попов Дмитрий Михайлович,17.05.2020,в академе,"4,24",2024,Москва,повтор
STU001548,Иванов Ольга Алексеевич,2018-09-02,выпущен,3.77,2022,Казань,
STU000681,Козлов Павел Сергеевич,09.12.2020,graduated,"3,52",2025,Томск,академ отпуск
STU002140,Попов Егор Михайловна,2018-10-04,отчислен,3.48,2024,Казань,перевод
STU000159,Иванов Павел Ивановна,2020,выпущен,4.83,2026,Новосибирск,академ отпуск
,Иванов Татьяна Павлович,2018,выпущен,,2022,СПб,перевод
STU000898,Попов Алексей Павловна,2016-03-03,выпущен,3.63,2020,Казань,академ отпуск
STU002018,Лебедев Ольга Михайловна,10/11/2020,выпущен,3.75,2026,Москва,
STU000343,Иванов Мария Алексеевич,05/08/2020,выпущен,"3,21",2024,Томск,повтор
STU000374,Иванов Павел Иванович,2019-12-17,отчислен,4.10,2023,Казань,повтор
STU001311,Петров Михаил Дмитриевна,2019,выпущен,4.77,2023,Томск,повтор
STU000269,Смирнов Михаил Павловна,2019,выпущен,3.12,2024,Екатеринбург,перевод
STU001321,Кузнецов Виктория Михайлович,2019-09-19,отчислен,4.12,2023,Москва,перевод
STU000043,Козлов Дарья Дмитриевна,2016,отчислен,4.22,2020,Екатеринбург,
STU000283,Иванов Егор Дмитриевна,2016-08-09,выпущен,3.42,2021,Томск,перевод
STU002118,Козлов Елена Иванович,2018,Учится,4.03,2023,Екатеринбург,
STU002050,Петров Анна Павлович,09/08/2017,в академе,"4,33",2022,Казань,
STU001590,Иванов Дмитрий Павлович,2019,выпущен,"3,42",2024,Екатеринбург,академ отпуск
STU001863,Петров Мария Алексеевна,2018-06-26,выпущен,3.49,2024,Томск,
STU002367,Козлов Павел Дмитриевич,19.01.2019,enrolled,,2025,Новосибирск,академ отпуск
STU000278,Иванов Алина Сергеевич,2017-01-22,graduated,4.72,2022,Москва,академ отпуск
STU000852,Соколов Алина Алексеевич,06.07.2017,выпущен,4.52,2022,Новосибирск,перевод
STU001548,Иванов Ольга Алексеевич,2018-04-14,graduated,,2022,Москва,
STU002001,Кузнецов Михаил Алексеевна,07/12/2017,выпущен,4.67,2022,Новосибирск,перевод
STU001396,Попов Ольга Сергеевич,02/21/2018,в академе,3.17,2022,Екатеринбург,повтор
STU000179,Попов Дмитрий Сергеевич,17.03.2018,выпущен,3.53,2024,СПб,повтор
STU002383,Кузнецов Павел Павлович,2020,отчислен,3.77,2024,Екатеринбург,повтор
STU000229,Попов Мария Павлович,01.03.2020,выпущен,4.77,2024,СПб,академ отпуск
STU000510,Попов Виктория Михайлович,01/10/2017,отчислен,"3,70",2021,Новосибирск,
STU001982,Петров Виктория Дмитриевна,05/10/2016,отчислен,4.13,2022,Москва,перевод
STU000179,Попов Дмитрий Сергеевич,2018,академ,"3,54",2024,Новосибирск,
STU002395,Кузнецов Никита Михайловна,2018,выпущен,4.61,2022,Екатеринбург,повтор
STU000681,Козлов Павел Сергеевич,2020-01-02,отчислен,"3,60",2025,Екатеринбург,
STU001781,Петров Анна Михайловна,2017,выпущен,"3,40",2023,Казань,
STU000558,Иванов Сергей Сергеевна,05.05.2020,отчислен,,2026,Москва,
STU000447,Попов Мария Павловна,01/16/2020,отчислен,,2026,Томск,
STU000395,Лебедев Дарья Михайлович,13.10.2016,выпущен,2.92,2022,Томск,повтор
STU001693,Соколов Виктория Павловна,2017-08-06,отчислен,4.56,2021,Томск,повтор
STU000901,Попов Мария Ивановна,2018,enrolled,,2024,Казань,
STU001111,Лебедев Мария Михайлович,28.04.2016,обучается,3.35,2021,Новосибирск,
